Postcode,Gemeente,Deelgemeente,Provincie,Inwoners,"Facili-
teiten","Vertaling naam
(deel)gemeente",
9910,Aalter,Ursel,Oost-Vlaanderen,,,,
9921,Lievegem,Vinderhoute,Oost-Vlaanderen,,,,
9931,Lievegem,Oostwinkel,Oost-Vlaanderen,,,,
9932,Lievegem,Ronsele,Oost-Vlaanderen,,,,
9940,Evergem,Ertvelde,Oost-Vlaanderen,,,,
9940,Evergem,Kluizen,Oost-Vlaanderen,,,,
9940,Evergem,Sleidinge,Oost-Vlaanderen,,,,
9961,Assenede,Boekhoute,Oost-Vlaanderen,,,,
9968,Assenede,Bassevelde,Oost-Vlaanderen,,,,
9968,Assenede,Oosteeklo,Oost-Vlaanderen,,,,
9971,Kaprijke,Lembeke,Oost-Vlaanderen,,,,
9981,Sint-Laureins,Sint-Margriete,Oost-Vlaanderen,,,,
9982,Sint-Laureins,Sint-Jan-in-Eremo,Oost-Vlaanderen,,,,
9988,Sint-Laureins,Waterland-Oudeman,Oost-Vlaanderen,,,,
9988,Sint-Laureins,Watervliet,Oost-Vlaanderen,,,,
9991,Maldegem,Adegem,Oost-Vlaanderen,,,,
9992,Maldegem,Middelburg,Oost-Vlaanderen,,,,
